start_district_nm,end_district_nm,transport_type,vehicle_type,trip_cnt,trip_dur
Академический,Академический,lt,,,9.0
Академический,Академический,lt,,269.0,
Академический,Алексеевский,lt,,,38.0
Академический,Алексеевский,lt,,10.0,
Академический,Алтуфьевский,lt,,,47.0
Академический,Алтуфьевский,lt,,1.0,
Академический,Арбат,lt,,,22.0
Академический,Арбат,lt,,47.0,
Академический,Аэропорт,lt,,,31.0
Академический,Аэропорт,lt,,30.0,
Академический,Бабушкинский,lt,,,46.0
Академический,Бабушкинский,lt,,2.0,
Академический,Басманный,lt,,,25.0
Академический,Басманный,lt,,32.0,
Академический,Беговой,lt,,,30.0
Академический,Беговой,lt,,16.0,
Академический,Бекасово,lt,,,71.0
Академический,Бекасово,lt,,4.0,
Академический,Бескудниковский,lt,,,43.0
Академический,Бескудниковский,lt,,5.0,
Академический,Бибирево,lt,,,45.0
Академический,Бибирево,lt,,2.0,
Академический,Бирюлёво Восточное,lt,,,43.0
Академический,Бирюлёво Восточное,lt,,7.0,
Академический,Бирюлёво Западное,lt,,,35.0
Академический,Бирюлёво Западное,lt,,2.0,
Академический,Богородское,lt,,,40.0
Академический,Богородское,lt,,1.0,
Академический,Братеево,lt,,,32.0
Академический,Братеево,lt,,2.0,
Академический,Бутырский,lt,,,37.0
Академический,Бутырский,lt,,12.0,
Академический,Вешняки,lt,,,41.0
Академический,Вешняки,lt,,2.0,
Академический,Внуково,lt,,,42.0
Академический,Внуково,lt,,6.0,
Академический,Войковский,lt,,,37.0
Академический,Войковский,lt,,13.0,
Академический,Вороново,lt,,,67.0
Академический,Вороново,lt,,4.0,
Академический,Восточное Дегунино,lt,,,42.0
Академический,Восточное Дегунино,lt,,2.0,
Академический,Восточное Измайлово,lt,,,50.0
Академический,Восточное Измайлово,lt,,1.0,
Академический,Выхино-Жулебино,lt,,,27.0
Академический,Выхино-Жулебино,lt,,21.0,
Академический,Гагаринский,lt,,,11.0
Академический,Гагаринский,lt,,125.0,
Академический,Головинский,lt,,,40.0
Академический,Головинский,lt,,3.0,
Академический,Гольяново,lt,,,46.0
Академический,Гольяново,lt,,2.0,
Академический,Даниловский,lt,,,14.0
Академический,Даниловский,lt,,70.0,
Академический,Дмитровский,lt,,,41.0
Академический,Дмитровский,lt,,2.0,
Академический,Донской,lt,,,14.0
Академический,Донской,lt,,77.0,
Академический,Дорогомилово,lt,,,24.0
Академический,Дорогомилово,lt,,45.0,
Академический,Замоскворечье,lt,,,23.0
Академический,Замоскворечье,lt,,26.0,
Академический,Западное Дегунино,lt,,,54.0
Академический,Западное Дегунино,lt,,4.0,
Академический,Зюзино,lt,,,26.0
Академический,Зюзино,lt,,4.0,
Академический,Зябликово,lt,,,32.0
Академический,Зябликово,lt,,1.0,
Академический,Ивановское,lt,,,33.0
Академический,Ивановское,lt,,14.0,
Академический,Измайлово,lt,,,28.0
Академический,Измайлово,lt,,9.0,
Академический,Капотня,lt,,,45.0
Академический,Капотня,lt,,2.0,
Академический,Коммунарка,lt,,,27.0
Академический,Коммунарка,lt,,42.0,
Академический,Коньково,lt,,,16.0
Академический,Коньково,lt,,42.0,
Академический,Коптево,lt,,,39.0
Академический,Коптево,lt,,5.0,
Академический,Косино-Ухтомский,lt,,,32.0
Академический,Косино-Ухтомский,lt,,5.0,
Академический,Котловка,lt,,,34.0
Академический,Котловка,lt,,11.0,
Академический,Краснопахорский,lt,,,54.0
Академический,Краснопахорский,lt,,4.0,
Академический,Красносельский,lt,,,28.0
Академический,Красносельский,lt,,26.0,
Академический,Крылатское,lt,,,34.0
Академический,Крылатское,lt,,18.0,
Академический,Крюково,lt,,,102.0
Академический,Крюково,lt,,2.0,
Академический,Кузьминки,lt,,,21.0
Академический,Кузьминки,lt,,3.0,
Академический,Кунцево,lt,,,33.0
Академический,Кунцево,lt,,40.0,
Академический,Куркино,lt,,,54.0
Академический,Куркино,lt,,3.0,
Академический,Левобережный,lt,,,40.0
Академический,Левобережный,lt,,18.0,
Академический,Лефортово,lt,,,23.0
Академический,Лефортово,lt,,20.0,
Академический,Лианозово,lt,,,53.0
Академический,Лианозово,lt,,3.0,
Академический,Ломоносовский,lt,,,26.0
Академический,Ломоносовский,lt,,2.0,
Академический,Лосиноостровский,lt,,,51.0
Академический,Лосиноостровский,lt,,3.0,
Академический,Люблино,lt,,,30.0
Академический,Люблино,lt,,10.0,
Академический,Марфино,lt,,,45.0
Академический,Марфино,lt,,1.0,
Академический,Марьина Роща,lt,,,37.0
Академический,Марьина Роща,lt,,9.0,
Академический,Марьино,lt,,,44.0
Академический,Марьино,lt,,2.0,
Академический,Матушкино,lt,,,71.0
Академический,Матушкино,lt,,2.0,
Академический,Метрогородок,lt,,,40.0
Академический,Метрогородок,lt,,2.0,
Академический,Мещанский,lt,,,29.0
Академический,Мещанский,lt,,31.0,
Академический,Митино,lt,,,52.0
Академический,Митино,lt,,5.0,
Академический,Можайский,lt,,,29.0
Академический,Можайский,lt,,40.0,
Академический,Молжаниновский,lt,,,55.0
Академический,Молжаниновский,lt,,8.0,
Академический,Москворечье-Сабурово,lt,,,26.0
Академический,Москворечье-Сабурово,lt,,5.0,
Академический,Нагатино-Садовники,lt,,,20.0
Академический,Нагатино-Садовники,lt,,13.0,
Академический,Нагатинский Затон,lt,,,25.0
Академический,Нагатинский Затон,lt,,2.0,
Академический,Нагорный,lt,,,26.0
Академический,Нагорный,lt,,5.0,
Академический,Некрасовка,lt,,,32.0
Академический,Некрасовка,lt,,6.0,
Академический,Нижегородский,lt,,,20.0
Академический,Нижегородский,lt,,9.0,
Академический,Ново-Переделкино,lt,,,46.0
Академический,Ново-Переделкино,lt,,3.0,
Академический,Новогиреево,lt,,,37.0
Академический,Новогиреево,lt,,1.0,
Академический,Новокосино,lt,,,33.0
Академический,Новокосино,lt,,4.0,
Академический,Обручевский,lt,,,14.0
Академический,Обручевский,lt,,64.0,
Академический,Орехово-Борисово Северное,lt,,,30.0
Академический,Орехово-Борисово Северное,lt,,2.0,
Академический,Орехово-Борисово Южное,lt,,,35.0
Академический,Орехово-Борисово Южное,lt,,4.0,
Академический,Останкинский,lt,,,41.0
Академический,Останкинский,lt,,7.0,
Академический,Отрадное,lt,,,49.0
Академический,Отрадное,lt,,5.0,
Академический,Очаково-Матвеевское,lt,,,28.0
Академический,Очаково-Матвеевское,lt,,37.0,
Академический,Перово,lt,,,24.0
Академический,Перово,lt,,11.0,
Академический,Печатники,lt,,,14.0
Академический,Печатники,lt,,23.0,
Академический,Покровское-Стрешнево,lt,,,37.0
Академический,Покровское-Стрешнево,lt,,17.0,
Академический,Преображенское,lt,,,32.0
Академический,Преображенское,lt,,10.0,
Академический,Пресненский,lt,,,26.0
Академический,Пресненский,lt,,89.0,
Академический,Проспект Вернадского,lt,,,27.0
Академический,Проспект Вернадского,lt,,7.0,
Академический,Раменки,lt,,,22.0
Академический,Раменки,lt,,55.0,
Академический,Ростокино,lt,,,41.0
Академический,Ростокино,lt,,2.0,
Академический,Рязанский,lt,,,23.0
Академический,Рязанский,lt,,9.0,
Академический,Савёлки,lt,,,66.0
Академический,Савёлки,lt,,1.0,
Академический,Савёловский,lt,,,43.0
Академический,Савёловский,lt,,2.0,
Академический,Свиблово,lt,,,49.0
Академический,Свиблово,lt,,2.0,
Академический,Северное Бутово,lt,,,35.0
Академический,Северное Бутово,lt,,2.0,
Академический,Северное Измайлово,lt,,,35.0
Академический,Северное Измайлово,lt,,9.0,
Академический,Северное Медведково,lt,,,50.0
Академический,Северное Медведково,lt,,2.0,
Академический,Северное Тушино,lt,,,49.0
Академический,Северное Тушино,lt,,2.0,
Академический,Северный,lt,,,56.0
Академический,Северный,lt,,8.0,
Академический,Силино,lt,,,68.0
Академический,Силино,lt,,1.0,
Академический,Сокол,lt,,,33.0
Академический,Сокол,lt,,7.0,
Академический,Соколиная Гора,lt,,,36.0
Академический,Соколиная Гора,lt,,6.0,
Академический,Сокольники,lt,,,36.0
Академический,Сокольники,lt,,7.0,
Академический,Солнцево,lt,,,32.0
Академический,Солнцево,lt,,3.0,
Академический,Старое Крюково,lt,,,86.0
Академический,Старое Крюково,lt,,1.0,
Академический,Строгино,lt,,,36.0
Академический,Строгино,lt,,21.0,
Академический,Таганский,lt,,,23.0
Академический,Таганский,lt,,46.0,
Академический,Тверской,lt,,,26.0
Академический,Тверской,lt,,85.0,
Академический,Текстильщики,lt,,,23.0
Академический,Текстильщики,lt,,3.0,
Академический,Тимирязевский,lt,,,41.0
Академический,Тимирязевский,lt,,9.0,
Академический,Троицк,lt,,,39.0
Академический,Троицк,lt,,14.0,
Академический,Тропарёво-Никулино,lt,,,24.0
Академический,Тропарёво-Никулино,lt,,11.0,
Академический,Тёплый Стан,lt,,,23.0
Академический,Тёплый Стан,lt,,13.0,
Академический,Фили-Давыдково,lt,,,25.0
Академический,Фили-Давыдково,lt,,8.0,
Академический,Филимонковский,lt,,,39.0
Академический,Филимонковский,lt,,10.0,
Академический,Филёвский Парк,lt,,,32.0
Академический,Филёвский Парк,lt,,6.0,
Академический,Хамовники,lt,,,17.0
Академический,Хамовники,lt,,101.0,
Академический,Ховрино,lt,,,43.0
Академический,Ховрино,lt,,7.0,
Академический,Хорошёво-Мнёвники,lt,,,30.0
Академический,Хорошёво-Мнёвники,lt,,28.0,
Академический,Хорошёвский,lt,,,33.0
Академический,Хорошёвский,lt,,28.0,
Академический,Царицыно,lt,,,29.0
Академический,Царицыно,lt,,2.0,
Академический,Чертаново Северное,lt,,,30.0
Академический,Чертаново Северное,lt,,6.0,
Академический,Чертаново Центральное,lt,,,81.0
Академический,Чертаново Центральное,lt,,1.0,
Академический,Чертаново Южное,lt,,,38.0
Академический,Чертаново Южное,lt,,8.0,
Академический,Черёмушки,lt,,,15.0
Академический,Черёмушки,lt,,103.0,
Академический,Щербинка,lt,,,59.0
Академический,Щербинка,lt,,2.0,
Академический,Щукино,lt,,,33.0
Академический,Щукино,lt,,10.0,
Академический,Южное Бутово,lt,,,44.0
Академический,Южное Бутово,lt,,3.0,
Академический,Южное Медведково,lt,,,49.0
Академический,Южное Медведково,lt,,1.0,
Академический,Южное Тушино,lt,,,49.0
Академический,Южное Тушино,lt,,2.0,
Академический,Южнопортовый,lt,,,24.0
Академический,Южнопортовый,lt,,10.0,
Академический,Якиманка,lt,,,16.0
Академический,Якиманка,lt,,68.0,
Академический,Ярославский,lt,,,41.0
Академический,Ярославский,lt,,22.0,
Академический,Ясенево,lt,,,31.0
Академический,Ясенево,lt,,10.0,
Алексеевский,Академический,lt,,,45.0
Алексеевский,Академический,lt,,3.0,
Алексеевский,Алексеевский,lt,,,8.0
Алексеевский,Алексеевский,lt,,348.0,
Алексеевский,Алтуфьевский,lt,,,27.0
Алексеевский,Алтуфьевский,lt,,3.0,
Алексеевский,Арбат,lt,,,47.0
Алексеевский,Арбат,lt,,3.0,
Алексеевский,Аэропорт,lt,,,34.0
Алексеевский,Аэропорт,lt,,6.0,
Алексеевский,Бабушкинский,lt,,,9.0
Алексеевский,Бабушкинский,lt,,91.0,
Алексеевский,Басманный,lt,,,22.0
Алексеевский,Басманный,lt,,30.0,
Алексеевский,Беговой,lt,,,33.0
Алексеевский,Беговой,lt,,9.0,
Алексеевский,Бекасово,lt,,,114.0
Алексеевский,Бекасово,lt,,1.0,
Алексеевский,Бескудниковский,lt,,,23.0
Алексеевский,Бескудниковский,lt,,12.0,
Алексеевский,Бибирево,lt,,,20.0
Алексеевский,Бибирево,lt,,33.0,
Алексеевский,Бирюлёво Восточное,lt,,,55.0
Алексеевский,Бирюлёво Восточное,lt,,8.0,
Алексеевский,Бирюлёво Западное,lt,,,50.0
Алексеевский,Бирюлёво Западное,lt,,4.0,
Алексеевский,Богородское,lt,,,14.0
Алексеевский,Богородское,lt,,12.0,
Алексеевский,Братеево,lt,,,42.0
Алексеевский,Братеево,lt,,3.0,
Алексеевский,Бутырский,lt,,,23.0
Алексеевский,Бутырский,lt,,12.0,
Алексеевский,Вешняки,lt,,,28.0
Алексеевский,Вешняки,lt,,5.0,
Алексеевский,Внуково,lt,,,85.0
Алексеевский,Внуково,lt,,1.0,
Алексеевский,Войковский,lt,,,45.0
Алексеевский,Войковский,lt,,4.0,
Алексеевский,Вороново,lt,,,109.0
Алексеевский,Вороново,lt,,1.0,
Алексеевский,Восточное Дегунино,lt,,,28.0
Алексеевский,Восточное Дегунино,lt,,3.0,
Алексеевский,Восточное Измайлово,lt,,,19.0
Алексеевский,Восточное Измайлово,lt,,5.0,
Алексеевский,Выхино-Жулебино,lt,,,34.0
Алексеевский,Выхино-Жулебино,lt,,21.0,
Алексеевский,Гагаринский,lt,,,54.0
Алексеевский,Гагаринский,lt,,2.0,
Алексеевский,Головинский,lt,,,41.0
Алексеевский,Головинский,lt,,3.0,
Алексеевский,Гольяново,lt,,,18.0
Алексеевский,Гольяново,lt,,25.0,
Алексеевский,Даниловский,lt,,,35.0
Алексеевский,Даниловский,lt,,14.0,
Алексеевский,Дмитровский,lt,,,30.0
Алексеевский,Дмитровский,lt,,6.0,
Алексеевский,Донской,lt,,,43.0
Алексеевский,Донской,lt,,6.0,
Алексеевский,Дорогомилово,lt,,,39.0
Алексеевский,Дорогомилово,lt,,9.0,
Алексеевский,Замоскворечье,lt,,,35.0
Алексеевский,Замоскворечье,lt,,9.0,
Алексеевский,Западное Дегунино,lt,,,20.0
Алексеевский,Западное Дегунино,lt,,36.0,
Алексеевский,Зюзино,lt,,,76.0
Алексеевский,Зюзино,lt,,1.0,
Алексеевский,Зябликово,lt,,,71.0
Алексеевский,Зябликово,lt,,1.0,
Алексеевский,Ивановское,lt,,,22.0
Алексеевский,Ивановское,lt,,40.0,
Алексеевский,Измайлово,lt,,,24.0
Алексеевский,Измайлово,lt,,6.0,
Алексеевский,Капотня,lt,,,41.0
Алексеевский,Капотня,lt,,3.0,
Алексеевский,Коммунарка,lt,,,77.0
Алексеевский,Коммунарка,lt,,3.0,
Алексеевский,Коньково,lt,,,70.0
Алексеевский,Коньково,lt,,2.0,
Алексеевский,Коптево,lt,,,44.0
Алексеевский,Коптево,lt,,2.0,
Алексеевский,Косино-Ухтомский,lt,,,31.0
Алексеевский,Косино-Ухтомский,lt,,8.0,
Алексеевский,Котловка,lt,,,45.0
Алексеевский,Котловка,lt,,1.0,
Алексеевский,Краснопахорский,lt,,,100.0
Алексеевский,Краснопахорский,lt,,1.0,
Алексеевский,Красносельский,lt,,,24.0
Алексеевский,Красносельский,lt,,36.0,
Алексеевский,Крылатское,lt,,,49.0
Алексеевский,Крылатское,lt,,3.0,
Алексеевский,Крюково,lt,,,72.0
Алексеевский,Крюково,lt,,2.0,
Алексеевский,Кузьминки,lt,,,39.0
Алексеевский,Кузьминки,lt,,1.0,
Алексеевский,Кунцево,lt,,,51.0
Алексеевский,Кунцево,lt,,7.0,
Алексеевский,Куркино,lt,,,58.0
Алексеевский,Куркино,lt,,2.0,
Алексеевский,Левобережный,lt,,,40.0
Алексеевский,Левобережный,lt,,7.0,
Алексеевский,Лефортово,lt,,,25.0
Алексеевский,Лефортово,lt,,17.0,
Алексеевский,Лианозово,lt,,,27.0
Алексеевский,Лианозово,lt,,4.0,
Алексеевский,Ломоносовский,lt,,,61.0
Алексеевский,Ломоносовский,lt,,1.0,
Алексеевский,Лосиноостровский,lt,,,13.0
Алексеевский,Лосиноостровский,lt,,40.0,
Алексеевский,Люблино,lt,,,42.0
Алексеевский,Люблино,lt,,6.0,
Алексеевский,Марфино,lt,,,29.0
Алексеевский,Марфино,lt,,2.0,
Алексеевский,Марьина Роща,lt,,,22.0
Алексеевский,Марьина Роща,lt,,27.0,
Алексеевский,Марьино,lt,,,44.0
Алексеевский,Марьино,lt,,2.0,
Алексеевский,Матушкино,lt,,,47.0
Алексеевский,Матушкино,lt,,2.0,
Алексеевский,Метрогородок,lt,,,19.0
Алексеевский,Метрогородок,lt,,20.0,
Алексеевский,Мещанский,lt,,,26.0
Алексеевский,Мещанский,lt,,25.0,
Алексеевский,Митино,lt,,,49.0
Алексеевский,Митино,lt,,4.0,
Алексеевский,Можайский,lt,,,46.0
Алексеевский,Можайский,lt,,12.0,
Алексеевский,Молжаниновский,lt,,,50.0
Алексеевский,Молжаниновский,lt,,4.0,
Алексеевский,Москворечье-Сабурово,lt,,,46.0
Алексеевский,Москворечье-Сабурово,lt,,3.0,
Алексеевский,Нагатино-Садовники,lt,,,38.0
Алексеевский,Нагатино-Садовники,lt,,7.0,
Алексеевский,Нагатинский Затон,lt,,,42.0
Алексеевский,Нагатинский Затон,lt,,2.0,
Алексеевский,Нагорный,lt,,,47.0
Алексеевский,Нагорный,lt,,3.0,
Алексеевский,Некрасовка,lt,,,41.0
Алексеевский,Некрасовка,lt,,7.0,
Алексеевский,Нижегородский,lt,,,33.0
Алексеевский,Нижегородский,lt,,5.0,
Алексеевский,Ново-Переделкино,lt,,,78.0
Алексеевский,Ново-Переделкино,lt,,1.0,
Алексеевский,Новогиреево,lt,,,35.0
Алексеевский,Новогиреево,lt,,2.0,
Алексеевский,Новокосино,lt,,,29.0
Алексеевский,Новокосино,lt,,6.0,
Алексеевский,Обручевский,lt,,,67.0
Алексеевский,Обручевский,lt,,2.0,
Алексеевский,Орехово-Борисово Северное,lt,,,52.0
Алексеевский,Орехово-Борисово Северное,lt,,2.0,
Алексеевский,Орехово-Борисово Южное,lt,,,47.0
Алексеевский,Орехово-Борисово Южное,lt,,6.0,
Алексеевский,Останкинский,lt,,,15.0
Алексеевский,Останкинский,lt,,164.0,
Алексеевский,Отрадное,lt,,,20.0
Алексеевский,Отрадное,lt,,27.0,
Алексеевский,Очаково-Матвеевское,lt,,,47.0
Алексеевский,Очаково-Матвеевское,lt,,4.0,
Алексеевский,Перово,lt,,,25.0
Алексеевский,Перово,lt,,13.0,
Алексеевский,Печатники,lt,,,30.0
Алексеевский,Печатники,lt,,6.0,
Алексеевский,Покровское-Стрешнево,lt,,,44.0
Алексеевский,Покровское-Стрешнево,lt,,3.0,
Алексеевский,Преображенское,lt,,,17.0
Алексеевский,Преображенское,lt,,29.0,
Алексеевский,Пресненский,lt,,,38.0
Алексеевский,Пресненский,lt,,22.0,
Алексеевский,Проспект Вернадского,lt,,,46.0
Алексеевский,Проспект Вернадского,lt,,1.0,
Алексеевский,Раменки,lt,,,44.0
Алексеевский,Раменки,lt,,6.0,
Алексеевский,Ростокино,lt,,,5.0
Алексеевский,Ростокино,lt,,98.0,
Алексеевский,Рязанский,lt,,,29.0
Алексеевский,Рязанский,lt,,6.0,
Алексеевский,Савёлки,lt,,,63.0
Алексеевский,Савёлки,lt,,1.0,
Алексеевский,Савёловский,lt,,,27.0
Алексеевский,Савёловский,lt,,6.0,
Алексеевский,Свиблово,lt,,,20.0
Алексеевский,Свиблово,lt,,8.0,
Алексеевский,Северное Бутово,lt,,,69.0
Алексеевский,Северное Бутово,lt,,2.0,
Алексеевский,Северное Измайлово,lt,,,19.0
Алексеевский,Северное Измайлово,lt,,36.0,
Алексеевский,Северное Медведково,lt,,,23.0
Алексеевский,Северное Медведково,lt,,28.0,
Алексеевский,Северное Тушино,lt,,,45.0
Алексеевский,Северное Тушино,lt,,3.0,
Алексеевский,Северный,lt,,,26.0
Алексеевский,Северный,lt,,36.0,
Алексеевский,Силино,lt,,,62.0
Алексеевский,Силино,lt,,1.0,
Алексеевский,Сокол,lt,,,33.0
Алексеевский,Сокол,lt,,6.0,
Алексеевский,Соколиная Гора,lt,,,21.0
Алексеевский,Соколиная Гора,lt,,29.0,
Алексеевский,Сокольники,lt,,,8.0
Алексеевский,Сокольники,lt,,230.0,
Алексеевский,Солнцево,lt,,,54.0
Алексеевский,Солнцево,lt,,1.0,
Алексеевский,Старое Крюково,lt,,,93.0
Алексеевский,Старое Крюково,lt,,1.0,
Алексеевский,Строгино,lt,,,44.0
Алексеевский,Строгино,lt,,7.0,
Алексеевский,Таганский,lt,,,34.0
Алексеевский,Таганский,lt,,9.0,
Алексеевский,Тверской,lt,,,36.0
Алексеевский,Тверской,lt,,15.0,
Алексеевский,Текстильщики,lt,,,29.0
Алексеевский,Текстильщики,lt,,1.0,
Алексеевский,Тимирязевский,lt,,,27.0
Алексеевский,Тимирязевский,lt,,8.0,
Алексеевский,Троицк,lt,,,77.0
Алексеевский,Троицк,lt,,1.0,
Алексеевский,Тропарёво-Никулино,lt,,,54.0
Алексеевский,Тропарёво-Никулино,lt,,3.0,
Алексеевский,Тёплый Стан,lt,,,58.0
Алексеевский,Тёплый Стан,lt,,1.0,
Алексеевский,Фили-Давыдково,lt,,,37.0
Алексеевский,Фили-Давыдково,lt,,4.0,
Алексеевский,Филимонковский,lt,,,104.0
Алексеевский,Филимонковский,lt,,1.0,
Алексеевский,Филёвский Парк,lt,,,39.0
Алексеевский,Филёвский Парк,lt,,3.0,
Алексеевский,Хамовники,lt,,,37.0
Алексеевский,Хамовники,lt,,9.0,
Алексеевский,Ховрино,lt,,,28.0
Алексеевский,Ховрино,lt,,11.0,
Алексеевский,Хорошёво-Мнёвники,lt,,,42.0
Алексеевский,Хорошёво-Мнёвники,lt,,5.0,
Алексеевский,Хорошёвский,lt,,,46.0
Алексеевский,Хорошёвский,lt,,6.0,
Алексеевский,Царицыно,lt,,,56.0
Алексеевский,Царицыно,lt,,2.0,
Алексеевский,Чертаново Северное,lt,,,49.0
Алексеевский,Чертаново Северное,lt,,2.0,
Алексеевский,Чертаново Центральное,lt,,,107.0
Алексеевский,Чертаново Центральное,lt,,1.0,
Алексеевский,Чертаново Южное,lt,,,55.0
Алексеевский,Чертаново Южное,lt,,5.0,
Алексеевский,Черёмушки,lt,,,53.0
Алексеевский,Черёмушки,lt,,3.0,
Алексеевский,Щербинка,lt,,,68.0
Алексеевский,Щербинка,lt,,2.0,
Алексеевский,Щукино,lt,,,37.0
Алексеевский,Щукино,lt,,5.0,
Алексеевский,Южное Бутово,lt,,,89.0
Алексеевский,Южное Бутово,lt,,2.0,
Алексеевский,Южное Медведково,lt,,,19.0
Алексеевский,Южное Медведково,lt,,7.0,
Алексеевский,Южное Тушино,lt,,,46.0
Алексеевский,Южное Тушино,lt,,1.0,
Алексеевский,Южнопортовый,lt,,,35.0
Алексеевский,Южнопортовый,lt,,7.0,
Алексеевский,Якиманка,lt,,,37.0
Алексеевский,Якиманка,lt,,6.0,
Алексеевский,Ярославский,lt,,,9.0
Алексеевский,Ярославский,lt,,411.0,
Алексеевский,Ясенево,lt,,,72.0
Алексеевский,Ясенево,lt,,2.0,
Алтуфьевский,Академический,lt,,,62.0
Алтуфьевский,Академический,lt,,2.0,
Алтуфьевский,Алексеевский,lt,,,33.0
Алтуфьевский,Алексеевский,lt,,13.0,
Алтуфьевский,Алтуфьевский,lt,,,11.0
Алтуфьевский,Алтуфьевский,lt,,100.0,
Алтуфьевский,Арбат,lt,,,60.0
Алтуфьевский,Арбат,lt,,3.0,
Алтуфьевский,Аэропорт,lt,,,48.0
Алтуфьевский,Аэропорт,lt,,10.0,
Алтуфьевский,Бабушкинский,lt,,,23.0
Алтуфьевский,Бабушкинский,lt,,14.0,
Алтуфьевский,Басманный,lt,,,48.0
Алтуфьевский,Басманный,lt,,15.0,
Алтуфьевский,Беговой,lt,,,45.0
Алтуфьевский,Беговой,lt,,7.0,
Алтуфьевский,Бекасово,lt,,,131.0
Алтуфьевский,Бекасово,lt,,2.0,
Алтуфьевский,Бескудниковский,lt,,,18.0
Алтуфьевский,Бескудниковский,lt,,24.0,
Алтуфьевский,Бибирево,lt,,,11.0
Алтуфьевский,Бибирево,lt,,136.0,
Алтуфьевский,Бирюлёво Восточное,lt,,,65.0
Алтуфьевский,Бирюлёво Восточное,lt,,6.0,
Алтуфьевский,Бирюлёво Западное,lt,,,69.0
Алтуфьевский,Бирюлёво Западное,lt,,5.0,
Алтуфьевский,Богородское,lt,,,37.0
Алтуфьевский,Богородское,lt,,2.0,
Алтуфьевский,Братеево,lt,,,62.0
Алтуфьевский,Братеево,lt,,2.0,
Алтуфьевский,Бутырский,lt,,,21.0
Алтуфьевский,Бутырский,lt,,153.0,
Алтуфьевский,Вешняки,lt,,,38.0
Алтуфьевский,Вешняки,lt,,3.0,
Алтуфьевский,Внуково,lt,,,83.0
Алтуфьевский,Внуково,lt,,1.0,
Алтуфьевский,Войковский,lt,,,51.0
Алтуфьевский,Войковский,lt,,2.0,
Алтуфьевский,Вороново,lt,,,132.0
Алтуфьевский,Вороново,lt,,1.0,
Алтуфьевский,Восточное Дегунино,lt,,,16.0
Алтуфьевский,Восточное Дегунино,lt,,27.0,
Алтуфьевский,Восточное Измайлово,lt,,,29.0
Алтуфьевский,Восточное Измайлово,lt,,3.0,
Алтуфьевский,Выхино-Жулебино,lt,,,44.0
Алтуфьевский,Выхино-Жулебино,lt,,15.0,
Алтуфьевский,Гагаринский,lt,,,62.0
Алтуфьевский,Гагаринский,lt,,3.0,
Алтуфьевский,Головинский,lt,,,48.0
Алтуфьевский,Головинский,lt,,4.0,
Алтуфьевский,Гольяново,lt,,,28.0
Алтуфьевский,Гольяново,lt,,26.0,
Алтуфьевский,Даниловский,lt,,,67.0
Алтуфьевский,Даниловский,lt,,9.0,
Алтуфьевский,Дмитровский,lt,,,20.0
Алтуфьевский,Дмитровский,lt,,28.0,
Алтуфьевский,Донской,lt,,,71.0
Алтуфьевский,Донской,lt,,5.0,
Алтуфьевский,Дорогомилово,lt,,,61.0
Алтуфьевский,Дорогомилово,lt,,9.0,
Алтуфьевский,Замоскворечье,lt,,,57.0
Алтуфьевский,Замоскворечье,lt,,11.0,
Алтуфьевский,Западное Дегунино,lt,,,25.0
Алтуфьевский,Западное Дегунино,lt,,21.0,
Алтуфьевский,Зюзино,lt,,,89.0
Алтуфьевский,Зюзино,lt,,1.0,
Алтуфьевский,Зябликово,lt,,,74.0
Алтуфьевский,Зябликово,lt,,1.0,
Алтуфьевский,Ивановское,lt,,,33.0
Алтуфьевский,Ивановское,lt,,18.0,
Алтуфьевский,Измайлово,lt,,,37.0
Алтуфьевский,Измайлово,lt,,3.0,
Алтуфьевский,Капотня,lt,,,53.0
Алтуфьевский,Капотня,lt,,2.0,
Алтуфьевский,Коммунарка,lt,,,85.0
Алтуфьевский,Коммунарка,lt,,2.0,
Алтуфьевский,Коньково,lt,,,72.0
Алтуфьевский,Коньково,lt,,2.0,
Алтуфьевский,Коптево,lt,,,35.0
Алтуфьевский,Коптево,lt,,24.0,
Алтуфьевский,Косино-Ухтомский,lt,,,43.0
Алтуфьевский,Косино-Ухтомский,lt,,4.0,
Алтуфьевский,Котловка,lt,,,80.0
Алтуфьевский,Котловка,lt,,2.0,
Алтуфьевский,Краснопахорский,lt,,,115.0
Алтуфьевский,Краснопахорский,lt,,1.0,
Алтуфьевский,Красносельский,lt,,,45.0
Алтуфьевский,Красносельский,lt,,27.0,
Алтуфьевский,Крылатское,lt,,,60.0
Алтуфьевский,Крылатское,lt,,5.0,
Алтуфьевский,Крюково,lt,,,65.0
Алтуфьевский,Крюково,lt,,2.0,
Алтуфьевский,Кузьминки,lt,,,50.0
Алтуфьевский,Кузьминки,lt,,2.0,
Алтуфьевский,Кунцево,lt,,,61.0
Алтуфьевский,Кунцево,lt,,15.0,
Алтуфьевский,Куркино,lt,,,46.0
Алтуфьевский,Куркино,lt,,2.0,
Алтуфьевский,Левобережный,lt,,,34.0
Алтуфьевский,Левобережный,lt,,14.0,
Алтуфьевский,Лефортово,lt,,,46.0
Алтуфьевский,Лефортово,lt,,22.0,
Алтуфьевский,Лианозово,lt,,,18.0
Алтуфьевский,Лианозово,lt,,34.0,
Алтуфьевский,Лосиноостровский,lt,,,18.0
Алтуфьевский,Лосиноостровский,lt,,49.0,
Алтуфьевский,Люблино,lt,,,50.0
Алтуфьевский,Люблино,lt,,6.0,
